Cab_App_Type,Source,Destination,Price,Availability,Cab_Type,,,,
Uber,Ramapuram,MMDA colony,102,2,Bike,,,,
Uber,Ramapuram,MMDA colony,169,4,Uber Go,,,,
Uber,Ramapuram,MMDA colony,522,6,Uber XL,,,,
Ola,Ramapuram,MMDA colony,136,1,Auto,,,,
Ola,Ramapuram,MMDA colony,33,3,Bike,,,,
Ola,Ramapuram,MMDA colony,133,1,Mini,,,,
Ola,Ramapuram,MMDA colony,132,2,Prime Sedan,,,,
Rapido,Ramapuram,MMDA colony,281,2,Auto,,,,
Rapido,Ramapuram,MMDA colony,137,2,Bike,,,,
Rapido,Ramapuram,MMDA colony,203,2,Cab,,,,
Uber,Pallavaram,Mudichur,220,2,Auto,,,,
Uber,Pallavaram,Mudichur,139,4,Bike,,,,
Uber,Pallavaram,Mudichur,174,4,Uber Go,,,,
Uber,Pallavaram,Mudichur,525,4,Uber XL,,,,
Ola,Pallavaram,Mudichur,258,7,Auto,,,,
Ola,Pallavaram,Mudichur,110,2,Bike,,,,
Ola,Pallavaram,Mudichur,226,2,Mini,,,,
Ola,Pallavaram,Mudichur,247,1,Prime Sedan,,,,
Rapido,Pallavaram,Mudichur,295,3,Auto,,,,
Rapido,Pallavaram,Mudichur,154,3,Bike,,,,
Rapido,Pallavaram,Mudichur,224,3,Cab,,,,
Uber,Kanathur,Siruseri,297,3,Auto,,,,
Uber,Kanathur,Siruseri,171,5,Bike,,,,
Uber,Kanathur,Siruseri,299,7,Uber Go,,,,
Uber,Kanathur,Siruseri,706,11,Uber XL,,,,
Ola,Kanathur,Siruseri,314,2,Auto,,,,
Ola,Kanathur,Siruseri,160,5,Bike,,,,
Ola,Kanathur,Siruseri,523,6,Mini,,,,
Ola,Kanathur,Siruseri,583,,Prime Sedan,,,,
Rapido,Kanathur,Siruseri,261,4,Auto,,,,
Rapido,Kanathur,Siruseri,200,3,Bike,,,,
Rapido,Kanathur,Siruseri,344,4,Cab,,,,
Uber,Pallavaram,Vanagaram,460,1,Auto,,,,
Uber,Pallavaram,Vanagaram,269,2,Bike,,,,
Uber,Pallavaram,Vanagaram,469,3,Uber Go,,,,
Uber,Pallavaram,Vanagaram,1082,4,Uber XL,,,,
Ola,Pallavaram,Vanagaram,230,1,Auto,,,,
Ola,Pallavaram,Vanagaram,85,1,Bike,,,,
Ola,Pallavaram,Vanagaram,313,2,Mini,,,,
Ola,Pallavaram,Vanagaram,326,4,Prime Sedan,,,,
Rapido,Pallavaram,Vanagaram,258,3,Auto,,,,
Rapido,Pallavaram,Vanagaram,148,3,Bike,,,,
Rapido,Pallavaram,Vanagaram,287,4,Cab,,,,
Uber,Ashok Nagar,Choolaimedu,94,2,Auto,,,,
Uber,Ashok Nagar,Choolaimedu,41,1,Bike,,,,
Uber,Ashok Nagar,Choolaimedu,159,4,Uber Go,,,,
Uber,Ashok Nagar,Choolaimedu,336,8,Uber XL,,,,
Ola,Ashok Nagar,Choolaimedu,89,1,Auto,,,,
Ola,Ashok Nagar,Choolaimedu,25,1,Bike,,,,
Ola,Ashok Nagar,Choolaimedu,213,2,Mini,,,,
Ola,Ashok Nagar,Choolaimedu,236,2,Prime Sedan,,,,
Rapido,Ashok Nagar,Choolaimedu,110,3,Auto,,,,
Rapido,Ashok Nagar,Choolaimedu,33,3,Bike,,,,
Rapido,Ashok Nagar,Choolaimedu,125,3,Cab,,,,
Uber,MMDA colony,Nerkundram,120,1,Auto,,,,
Uber,MMDA colony,Nerkundram,42,3,Bike,,,,
Uber,MMDA colony,Nerkundram,129,8,Uber Go,,,,
Uber,MMDA colony,Nerkundram,276,5,Uber XL,,,,
Ola,MMDA colony,Nerkundram,133,1,Auto,,,,
Ola,MMDA colony,Nerkundram,25,1,Bike,,,,
Ola,MMDA colony,Nerkundram,270,1,Mini,,,,
Ola,MMDA colony,Nerkundram,303,1,Prime Sedan,,,,
Rapido,MMDA colony,Nerkundram,286,3,Auto,,,,
Rapido,MMDA colony,Nerkundram,162,3,Bike,,,,
Rapido,MMDA colony,Nerkundram,328,3,Cab,,,,
Uber,Ayanavaram,Tondiarpet,245,2,Auto,,,,
Uber,Ayanavaram,Tondiarpet,137,2,Bike,,,,
Uber,Ayanavaram,Tondiarpet,199,5,Uber Go,,,,
Uber,Ayanavaram,Tondiarpet,440,9,Uber XL,,,,
Ola,Ayanavaram,Tondiarpet,268,1,Auto,,,,
Ola,Ayanavaram,Tondiarpet,110,3,Bike,,,,
Ola,Ayanavaram,Tondiarpet,236,2,Mini,,,,
Ola,Ayanavaram,Tondiarpet,272,2,Prime Sedan,,,,
Rapido,Ayanavaram,Tondiarpet,258,1,Auto,,,,
Rapido,Ayanavaram,Tondiarpet,141,1,Bike,,,,
Rapido,Ayanavaram,Tondiarpet,224,4,Cab,,,,
Uber,NSK nagar,Avadi,436,2,Auto,,,,
Uber,NSK nagar,Avadi,267,2,Bike,,,,
Uber,NSK nagar,Avadi,329,3,Uber Go,,,,
Uber,NSK nagar,Avadi,743,5,Uber XL,,,,
Ola,NSK nagar,Avadi,409,1,Auto,,,,
Ola,NSK nagar,Avadi,160,1,Bike,,,,
Ola,NSK nagar,Avadi,375,2,Mini,,,,
Ola,NSK nagar,Avadi,447,2,Prime Sedan,,,,
Rapido,NSK nagar,Avadi,411,2,Auto,,,,
Rapido,NSK nagar,Avadi,291,2,Bike,,,,
Rapido,NSK nagar,Avadi,392,2,Cab,,,,
Uber,Vandalur,Guduvacherry,220,3,Auto,,,,
Uber,Vandalur,Guduvacherry,93,4,Bike,,,,
Uber,Vandalur,Guduvacherry,169,3,Uber Go,,,,
Uber,Vandalur,Guduvacherry,383,5,Uber XL,,,,
Ola,Vandalur,Guduvacherry,199,2,Auto,,,,
Ola,Vandalur,Guduvacherry,65,1,Bike,,,,
Ola,Vandalur,Guduvacherry,190,3,Mini,,,,
Ola,Vandalur,Guduvacherry,198,3,Prime Sedan,,,,
Rapido,Vandalur,Guduvacherry,221,5,Auto,,,,
Rapido,Vandalur,Guduvacherry,95,3,Bike,,,,
Rapido,Vandalur,Guduvacherry,155,3,Cab,,,,
Uber,Redhills,ambattur,277,3,Auto,,,,
Uber,Redhills,Ambattur,159,7,Bike,,,,
Uber,Redhills,Ambattur,209,8,Uber Go,,,,
Uber,Redhills,Ambattur,570,9,Uber XL,,,,
Ola,Redhills,Ambattur,341,1,Auto,,,,
Ola,Redhills,Ambattur,160,3,Bike,,,,
Ola,Redhills,Ambattur,300,4,Mini,,,,
Ola,Redhills,Ambattur,312,4,Prime Sedan,,,,
Rapido,Redhills,Ambattur,289,4,Auto,,,,
Rapido,Redhills,Ambattur,159,4,Bike,,,,
Rapido,Redhills,Ambattur,239,4,Cab,,,,
Uber,Gandhi nagar,Kotturpuram,105,3,Auto,,,,
Uber,Gandhi nagar,Kotturpuram,45,3,Bike,,,,
Uber,Gandhi nagar,Kotturpuram,101,3,Uber Go,,,,
Uber,Gandhi nagar,Kotturpuram,219,5,Uber XL,,,,
Ola,Gandhi nagar,Kotturpuram,94,1,Auto,,,,
Ola,Gandhi nagar,Kotturpuram,33,4,Bike,,,,
Ola,Gandhi nagar,Kotturpuram,131,3,Mini,,,,
Ola,Gandhi nagar,Kotturpuram,138,2,Prime Sedan,,,,
Rapido,Gandhi nagar,Kotturpuram,116,2,Auto,,,,
Rapido,Gandhi nagar,Kotturpuram,40,3,Bike,,,,
Rapido,Gandhi nagar,Kotturpuram,125,3,Cab,,,,
Uber,T.Nagar,Phoenix mall,240,2,Auto,,,,
Uber,T.Nagar,Phoenix mall,100,1,Bike,,,,
Uber,T.Nagar,Phoenix mall,189,4,Uber Go,,,,
Uber,T.Nagar,Phoenix mall,507,2,Uber XL,,,,
Ola,T.Nagar,Phoenix mall,218,1,Auto,,,,
Ola,T.Nagar,Phoenix mall,65,1,Bike,,,,
Ola,T.Nagar,Phoenix mall,199,2,Mini,,,,
Ola,T.Nagar,Phoenix mall,201,2,Prime Sedan,,,,
Rapido,T.Nagar,Phoenix mall,264,3,Auto,,,,
Rapido,T.Nagar,Phoenix mall,118,3,Bike,,,,
Rapido,T.Nagar,Phoenix mall,169,3,Cab,,,,
Uber,Moolakadai,periamet,,,Auto,,,,
Uber,Moolakadai,periamet,,,Bike,,,,
Uber,Moolakadai,periamet,,,Uber Go,,,,
Uber,Moolakadai,periamet,,,Uber XL,,,,
Ola,Moolakadai,periamet,,,Auto,,,,
Ola,Moolakadai,periamet,,,Bike,,,,
Ola,Moolakadai,periamet,,,Mini,,,,
Ola,Moolakadai,periamet,,,Prime Sedan,,,,
Rapido,Moolakadai,periamet,,,Auto,,,,
Rapido,Moolakadai,periamet,,,Bike,,,,
Rapido,Moolakadai,periamet,,,Cab,,,,
Uber,Parrys corner,Mannadi,,,Auto,,,,
Uber,Parrys corner,Mannadi,,,Bike,,,,
Uber,Parrys corner,Mannadi,,,Uber Go,,,,
Uber,Parrys corner,Mannadi,,,Uber XL,,,,
Ola,Parrys corner,Mannadi,,,Auto,,,,
Ola,Parrys corner,Mannadi,,,Bike,,,,
Ola,Parrys corner,Mannadi,,,Mini,,,,
Ola,Parrys corner,Mannadi,,,Prime Sedan,,,,
Rapido,Parrys corner,Mannadi,,,Auto,,,,
Rapido,Parrys corner,Mannadi,,,Bike,,,,
Rapido,Parrys corner,Mannadi,,,Cab,,,,
Uber,Erukenchery,otteri,138,2,Auto,,,,
Uber,Erukenchery,otteri,66,3,Bike,,,,
Uber,Erukenchery,otteri,189,6,Uber Go,,,,
Uber,Erukenchery,otteri,388,4,Uber XL,,,,
Ola,Erukenchery,otteri,141,1,Auto,,,,
Ola,Erukenchery,otteri,50,1,Bike,,,,
Ola,Erukenchery,otteri,249,2,Mini,,,,
Ola,Erukenchery,otteri,237,,Prime Sedan,,,,
